Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Team_Worker,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
9,2,1,7,No,Yes,Introduction to Network Automation,Blockchain for Beginners,9,3,Drug policy reform,AI/ML Software Engineer,Remote,Yes,Biography,Management,Smart,Yes,No,Travel Nurse RN
9,3,6,8,No,Yes,Practice Exam for Scrum.org PSM I Certification,Public Speaking & Communication,6,2,Library technical services,Clinical Social Worker,Remote,Yes,Non-Fiction,Technical,Hard,No,No,"Associate, Healthcare Practice (Healthcare Services)"
10,3,8,8,Yes,Yes,Practice Exam for Scrum.org PSM I Certification,Cybersecurity Fundamentals,4,5,Aquaponics,CRMA Per Diem PRN,Remote,Yes,Self-Help,Management,Hard,No,Yes,Respiratory Therapist RT Per Diem PRN
3,3,10,3,Yes,No,Ansible for Network Automation,Business Analytics & Excel,8,2,Hydrology (outline),System Integration and Test Engineer Jobs,Remote,Yes,Non-Fiction,Technical,Smart,Yes,Yes,"Tech I, Entertainment"
6,0,5,9,Yes,Yes,Scrum Master Certification: Scrum Methodologies,Embedded Systems Workshop,7,10,Special library,"Technology Jobs in Newark, United States",Remote,No,Biography,Technical,Hard,Yes,Yes,REPUBLICAN ARTIFICIAL INTELLIGENCE COUNSEL
9,4,10,5,No,No,Introducing Model-Driven Programmability,Web Development Masterclass,2,7,Quantum gravity,Technical Support Engineering,Remote,Yes,Fiction,Management,Hard,Yes,No,Respiratory Therapist RT Per Diem PRN
9,3,7,6,No,Yes,Green Building Assessment & Certification,Networking & Ethical Hacking,4,2,Seismology,Finance ERP Solution Architect-Clearance Required,Remote,Yes,Fiction,Management,Smart,Yes,No,"Vice President, Finance"
5,1,2,2,No,No,Data Security,Database Management with SQL,2,1,Human anatomy (outline),"Lead, Systems Engineer",Remote,No,Fiction,Technical,Hard,No,Yes,Respiratory Therapist RT Per Diem PRN
8,3,2,6,Yes,Yes,Threat Investigation,Podcasting & Audio Production,3,9,Scheduling,Software and AI/ML 2025,Remote,No,Non-Fiction,Management,Hard,No,Yes,CRMA Per Diem PRN
10,3,3,9,No,No,Scrum Master Certification: Scrum Methodologies,Database Management with SQL,3,2,Sociology of risk,CRMA Per Diem PRN,Remote,Yes,Non-Fiction,Technical,Hard,No,No,Sr. DevOps Engineer
9,1,7,4,No,No,Ansible for Network Automation,C++ Data Structures and Algorithms,4,10,Molecular pathology,Software Engineer--US Citizens/Green Card Only,Remote,Yes,Non-Fiction,Technical,Smart,Yes,No,Special Projects Finance Analyst
7,0,1,7,No,No,Practice Exam for Certified Scrum Master (CSM) Certification,Photography & Video Editing,6,10,Herpetology,"Vice President, Finance",Remote,Yes,Fiction,Technical,Smart,No,No,Respiratory Therapist RT Per Diem PRN
8,2,4,10,No,No,Endpoints and Systems,Personal Branding & Social Media,3,2,Philosophy of education,Engineering Project Specialist/Water Resources EIT,Remote,No,Non-Fiction,Technical,Smart,Yes,Yes,Program Manager _ Healthcare Administration (
3,4,2,1,No,No,Threat Analysis,Embedded Systems Workshop,4,5,Fiscal policy,Vice President Finance,Remote,No,Non-Fiction,Management,Hard,Yes,Yes,Certified Medication Aide CMA Per Diem PRN
7,2,5,9,No,Yes,Mastering SHRM Certification,Big Data & Analytics with Hadoop,2,3,Sociology of food,"Tech I, Entertainment",Remote,No,Non-Fiction,Management,Smart,Yes,No,Senior Director of Finance
5,2,6,9,Yes,No,Michigan Sport-Related Concussion Training Certification ,Blockchain for Beginners,3,4,Occupational health psychology,Policy Director,Remote,No,Fiction,Technical,Smart,Yes,Yes,"Sr. Manager, Financial Analysis"
5,0,8,9,Yes,Yes,Mastering SHRM Certification,Mobile App Development,5,7,Administrative law,Registered Nurse,Remote,No,Non-Fiction,Management,Hard,Yes,No,Certified Medication Aide CMA Per Diem PRN
8,5,7,4,Yes,Yes,Agile Product Owner Level 1 – Certification & Mock Exams,Graphic Design with Adobe Suite,9,6,Art education,CRMA Per Diem PRN,Remote,No,Non-Fiction,Management,Smart,No,No,Software Engineer--US Citizens/Green Card Only
5,0,4,2,No,No,Prepare for the Meta Marketing Science Certification Exam,Networking & Ethical Hacking,1,7,Culinary arts,Sr. DevOps Engineer,Remote,No,Biography,Technical,Hard,Yes,Yes,CRMA Per Diem PRN
5,3,6,3,Yes,Yes,Preparing for Your CertNexus Certification Exam,Resume Building & Job Search,4,4,Post-processualism,Director Finance Business Partner,Remote,Yes,Non-Fiction,Management,Smart,Yes,No,"Lead, Systems Engineer"
10,1,3,4,No,No,AWS Database Specialty Certification,DevOps CI/CD Pipelines,10,4,Fuzzy logic,"Sr. Financial Analyst, AWS Public Sector Sales Finance",Remote,Yes,Fiction,Technical,Smart,No,No,Developer
4,4,3,6,Yes,No,Michigan Sport-Related Concussion Training Certification ,Podcasting & Audio Production,6,10,Athletic director,Developer,Remote,No,Biography,Technical,Smart,No,Yes,Developer
6,3,10,8,No,No,Preparing for the SAS Programming Certification Exam ,Cyber Forensics & Incident Response,1,10,Astrobiology,Developer,Remote,Yes,Biography,Technical,Hard,No,Yes,Developer
8,5,5,5,No,No,Ansible for Network Automation,Mobile App Development,1,10,Field theory,Developer,Remote,No,Self-Help,Management,Hard,Yes,Yes,Developer
1,0,7,5,No,No,Network Security,Cloud DevOps with AWS & Azure,6,1,Primatology,Developer,Remote,No,Fiction,Management,Hard,Yes,No,Developer
8,0,8,3,Yes,No,Preparing for and Passing Technical Certifications,DevOps CI/CD Pipelines,2,8,Mayan history,Developer,Remote,No,Non-Fiction,Management,Smart,Yes,No,Developer
7,3,5,5,Yes,Yes,Michigan Sport-Related Concussion Training Certification ,Data Science with Python,8,1,Radiology,Developer,Remote,No,Self-Help,Management,Hard,Yes,No,Developer
8,2,6,7,Yes,No,Introducing Model-Driven Programmability,Linux Administration Basics,10,9,Early modern,Developer,Remote,Yes,Self-Help,Management,Smart,Yes,No,Developer
3,0,2,5,No,Yes,Introducing Model-Driven Programmability,Embedded Systems Workshop,3,6,Manuscriptology,Developer,Remote,Yes,Non-Fiction,Management,Hard,No,Yes,Developer
5,2,2,7,No,Yes,Preparing for the SAS Programming Certification Exam ,Personal Branding & Social Media,3,2,Behavioural economics,Developer,Remote,No,Non-Fiction,Technical,Smart,Yes,No,Developer
7,4,2,9,Yes,Yes,Preparing for the SAS Programming Certification Exam ,Digital Marketing Crash Course,7,8,Psychiatry (outline),Developer,Remote,Yes,Self-Help,Technical,Hard,No,No,Developer
5,5,10,8,No,Yes,Scrum Master Certification: Scaling Agile and the Team-of-Teams,Cloud Computing Essentials,10,7,Biblical studies/Sacred Scripture,Developer,Remote,No,Fiction,Management,Smart,No,Yes,Developer
1,5,4,7,Yes,No,Using APIs for Network Automation,C++ Data Structures and Algorithms,10,4,"Narratology
Internet (outline)",Developer,Remote,Yes,Fiction,Management,Hard,Yes,No,Developer
5,5,1,1,No,Yes,Threat Response,Python for Beginners,6,10,Music education,Developer,Remote,No,Self-Help,Technical,Hard,No,Yes,Developer
1,3,6,1,Yes,Yes,OKR Certification: Leadership and Goal Setting,Full-Stack Development,5,3,Medical cybernetics,Developer,Remote,Yes,Fiction,Management,Smart,Yes,Yes,Developer
4,5,9,1,No,Yes,IIBA® Certification of Capability in Business Analysis™ (CCBA®) Exam Prep,Networking & Ethical Hacking,7,3,Philosophy of language,Developer,Remote,No,Fiction,Management,Hard,No,No,Developer
3,4,9,4,Yes,Yes,AWS Database Specialty Certification,Soft Skills & Leadership,10,9,Thermodynamics,Developer,Remote,Yes,Self-Help,Management,Smart,No,Yes,Developer
6,2,5,3,Yes,No,DevOps for Network Automation (NetDevOps),Full-Stack Development,5,3,Geobiology,Developer,Remote,Yes,Fiction,Management,Smart,Yes,No,Developer
2,4,1,5,Yes,Yes,Guide to Project Management and PMI-PMP Certification Exam,Penetration Testing & Bug Bounty,10,6,Medical toxicology,Developer,Remote,Yes,Self-Help,Technical,Hard,No,Yes,Developer
10,4,7,3,No,No,DevOps for Network Automation (NetDevOps),Kubernetes & Docker Hands-On,5,7,Industrial sociology,"AVP Tech, Software Development",Remote,Yes,Biography,Technical,Hard,Yes,No,Program Manager _ Healthcare Administration (
3,1,1,3,Yes,No,Scrum Master Certification Exam Preparation,Penetration Testing & Bug Bounty,5,9,Social research,Certified Medication Aide CMA Per Diem PRN,Remote,Yes,Non-Fiction,Technical,Hard,No,Yes,Medical Assistant (McLean)
10,1,4,10,Yes,Yes,Google Ads Search Certification Preparation,Python for Beginners,1,6,"Robotics (outline)
Microbotics",Homes.com,Remote,No,Self-Help,Management,Smart,No,Yes,Financial Analyst (Healthcare Required )
2,1,10,4,Yes,No,Snowflake - SnowPro Core Certification Preparation,Penetration Testing & Bug Bounty,2,7,Computational number theory,"Lead, Systems Engineer",Remote,Yes,Non-Fiction,Technical,Hard,No,No,Program Finance Specialist
10,2,10,5,No,No,Practice Exam for CAPM Certification,Blockchain for Beginners,6,6,Game theory,"Associate, Healthcare Practice (Healthcare Services)",Remote,No,Fiction,Management,Smart,Yes,No,Registered Nurse
2,0,1,1,No,No,Practice Exam for Scrum.org PSM I Certification,Kubernetes & Docker Hands-On,8,6,Humanistic informatics,CRMA Per Diem PRN,Remote,No,Fiction,Management,Hard,Yes,No,AI Training and Development Specialist (Mid-Career) / Remote
5,2,9,5,Yes,Yes,Talend Data Integration Certification Preparation training,Big Data & Analytics with Hadoop,3,6,K-theory,"Staff Software Engineer, iOS App Development",Remote,Yes,Biography,Technical,Smart,Yes,No,CRMA Per Diem PRN
10,4,1,1,Yes,Yes,IIBA® Certification of Capability in Business Analysis™ (CCBA®) Exam Prep,Personal Branding & Social Media,2,1,Korean history,Software and AI/ML 2025,Remote,No,Non-Fiction,Management,Smart,Yes,Yes,Engineering Technician
8,1,6,5,Yes,Yes,Endpoints and Systems,Graphic Design with Adobe Suite,1,10,"System dynamics
Social dynamics","Lead, Systems Engineer",Remote,No,Biography,Technical,Smart,No,Yes,System Integration and Test Engineer Jobs
2,1,8,3,No,No,Program Management: Prepare for PMI-PgMP Certification Exam,Finance & Investment Basics,5,10,Object database,Insurance Sales Rep-Medicare Advantage,Remote,No,Self-Help,Management,Smart,Yes,No,"AI Engineer, Junior"
8,4,9,9,Yes,Yes,Practice Exam for CompTIA ITF+ Certification,Java Programming Workshop,6,5,Public speaking,"Tech I, Entertainment",Remote,No,Fiction,Management,Smart,No,Yes,Certified Medication Aide CMA Per Diem PRN
3,1,7,2,Yes,No,Using APIs for Network Automation,Excel for Data Analysis,8,1,Digital preservation,AI/ML Software Engineer,Remote,Yes,Self-Help,Management,Hard,Yes,Yes,RN Medical-Surgical – Washington DC
9,1,3,1,Yes,No,OKR Certification: Leadership and Goal Setting,UI/UX Design Fundamentals,9,8,Hindu ethics,Vice President Finance,Remote,Yes,Non-Fiction,Management,Smart,Yes,Yes,"Vice President, Finance"
5,3,4,7,No,No,Meta Marketing Science Certification Exam,SEO & Content Marketing,10,4,Food presentation,"Staff Software Engineer, iOS App Development",Remote,No,Self-Help,Management,Smart,No,No,CRMA Per Diem PRN
5,2,1,5,Yes,No,Prepare for the Meta Marketing Science Certification Exam,Digital Marketing Crash Course,1,6,Paleopathology,"Healthcare Account Executive, Amazon Business, ComSec HC",Remote,No,Self-Help,Technical,Smart,No,Yes,Computer Engineer
10,3,1,2,No,No,Circular Product Design Frameworks and Certifications,Robotics & Automation,10,10,Physical optics,Homes.com,Remote,No,Non-Fiction,Management,Smart,Yes,Yes,CRMA Per Diem PRN
5,0,7,5,Yes,No,Practice Test for CompTIA Data+ Certification,Kubernetes & Docker Hands-On,10,10,Xenobiology,CRMA Per Diem PRN,Remote,No,Non-Fiction,Management,Smart,Yes,No,Contract Financial Analyst  (Healthcare Hospital Required)
1,3,10,1,Yes,No,Network Security,Cloud Computing Essentials,3,2,Histology,CRMA Per Diem PRN,Remote,Yes,Biography,Management,Hard,Yes,Yes,OR Equipment Tech
7,0,4,2,Yes,Yes,Preparing for the SAS Programming Certification Exam ,Cybersecurity Fundamentals,1,3,Digital anthropology,Data Engineer AI/ML (Multi-levels Mid-Sr),Remote,Yes,Non-Fiction,Management,Hard,Yes,No,CRMA Per Diem PRN
2,2,3,10,No,No,Guide to Project Management and PMI-PMP Certification Exam,Node.js & Backend Development,2,9,Native American religions,CRMA Per Diem PRN,Remote,Yes,Biography,Management,Hard,No,Yes,Engineering Project Specialist/Water Resources EIT
4,1,2,2,Yes,Yes,Introducing Model-Driven Programmability,Finance & Investment Basics,3,8,Outline of academic disciplines,Certified Medication Aide CMA Per Diem PRN,Remote,No,Self-Help,Technical,Hard,No,No,Senior Cloud Engineer (SD/TX/DC)
8,3,3,8,No,Yes,Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,Resume Building & Job Search,4,2,Economic anthropology,"Lead, Systems Engineer",Remote,Yes,Fiction,Technical,Hard,Yes,Yes,Technical Support Engineering
2,3,5,5,Yes,No,Practicing for the SAS Programming Certification Exam,Cloud Computing Essentials,2,5,Critical sociology,Technical Support Engineering,Remote,No,Biography,Management,Smart,Yes,No,Policy Director
2,2,8,3,No,No,Endpoints and Systems,Entrepreneurship & Startups,6,5,Bioethics,"Sr. Financial Analyst, AWS Public Sector Sales Finance",Remote,No,Self-Help,Management,Smart,Yes,No,Provider Informaticist I: Ambulatory
10,0,1,1,No,No,Business Analysis: Preparation Exam for ECBA Certification,Web Development Masterclass,2,1,Environmental chemistry,Agile Development Sr.,Remote,No,Fiction,Technical,Hard,Yes,Yes,AI Data Specialist
1,1,10,8,Yes,Yes,Data Security,Digital Marketing Crash Course,9,7,Public finance,CRMA Per Diem PRN,Remote,Yes,Fiction,Management,Smart,Yes,Yes,Respiratory Therapist RT Per Diem PRN
3,1,4,4,Yes,Yes,Threat Investigation,3D Printing & Prototyping,9,3,Historic preservation,"Lead, Systems Engineer",Remote,Yes,Biography,Management,Smart,No,No,"AI Engineer, Junior"
10,1,9,10,Yes,Yes,Preparing for Your CertNexus Certification Exam,Python for Beginners,4,5,Sound and music computing,AI/ML Software Engineer,Remote,No,Self-Help,Technical,Smart,No,No,Financial Analyst (Healthcare Required )
6,0,3,6,Yes,No,Agile Product Owner Level 2 – Certification & Mock Exams,Kubernetes & Docker Hands-On,7,4,Ethnology,Medical Assistant (McLean),Remote,Yes,Fiction,Technical,Smart,No,Yes,Travel NICU Registered Nurse
9,3,9,3,Yes,Yes,Endpoints and Systems,Public Speaking & Communication,5,4,Information literacy,Senior Legal Data Intelligence Lead,Remote,Yes,Biography,Management,Hard,No,Yes,Registered Nurse
1,2,6,7,Yes,Yes,Ansible for Network Automation,Entrepreneurship & Startups,8,5,Oomoto,Insurance Sales Rep-Medicare Advantage,Remote,No,Self-Help,Management,Hard,Yes,Yes,CRMA Per Diem PRN
1,1,3,3,No,No,Practical SAS Programming and Certification Review,Cybersecurity Fundamentals,4,4,Educational technology,"Lead, Systems Engineer",Remote,Yes,Non-Fiction,Technical,Smart,No,No,Policy Director
3,4,8,7,Yes,No,Practice Exam for Certified Scrum Master (CSM) Certification,Business Analytics & Excel,1,8,Materiel,Program Finance Specialist,Remote,Yes,Biography,Management,Hard,No,No,AI Data Specialist
7,4,2,5,Yes,Yes,Data Security,Blockchain for Beginners,9,1,Southeast Asian studies,CRMA Per Diem PRN,Remote,Yes,Fiction,Technical,Hard,No,Yes,Engineering Technician
10,3,7,1,No,Yes,Meta Marketing Science Certification Exam,Mobile App Development,6,5,Italian history,AI Software Engineer,Remote,Yes,Self-Help,Technical,Smart,Yes,No,CRMA Per Diem PRN
4,3,7,8,No,No,Renew your CBRS Professional Installer certification,Soft Skills & Leadership,3,2,Oology,Database Developer,Remote,No,Biography,Technical,Smart,Yes,Yes,Certified Medication Aide CMA Per Diem PRN
10,5,5,8,Yes,No,Preparing for and Passing Technical Certifications,Finance & Investment Basics,10,7,Physical organic chemistry,Director of Finance,Remote,No,Fiction,Technical,Hard,No,No,"AI Engineer, Junior"
9,2,8,7,Yes,No,Guide to Project Management and PMI-PMP Certification Exam,Personal Branding & Social Media,9,1,Physiotherapy,Engineering Project Specialist/Water Resources EIT,Remote,Yes,Self-Help,Management,Hard,No,No,AI Software Engineer
2,1,2,5,No,No,Threat Response,AI & Machine Learning Bootcamp,6,5,Education policy,Special Projects Finance Analyst,Remote,Yes,Self-Help,Technical,Smart,No,No,Respiratory Therapist RT Per Diem PRN
2,0,4,9,No,Yes,Lean Management: Just-In-Time Training and Certification,Resume Building & Job Search,2,5,Empirical sociology,Registered Nurse,Remote,No,Fiction,Technical,Smart,Yes,Yes,Software Engineer--US Citizens/Green Card Only
4,1,5,1,No,No,Threat Investigation,Web Development Masterclass,3,9,UV astronomy,Software Engineer--US Citizens/Green Card Only,Remote,Yes,Biography,Management,Hard,No,No,Certified Medication Aide CMA Per Diem PRN
5,5,1,10,Yes,No,Threat Analysis,AR & VR Workshop,1,3,Public relations (outline),Certified Medication Aide CMA Per Diem PRN,Remote,Yes,Fiction,Management,Smart,Yes,No,"Sr. Financial Analyst, AWS Public Sector Sales Finance"
9,3,7,6,Yes,Yes,Practicing for the SAS Programming Certification Exam,Quantum Computing Introduction,6,8,Information theory,OR Equipment Tech,Remote,Yes,Non-Fiction,Management,Smart,Yes,Yes,Contract Financial Analyst  (Healthcare Hospital Required)
4,4,10,3,No,No,Lean Management: Just-In-Time Training and Certification,Podcasting & Audio Production,7,1,Audio game,Provider Informaticist I: Ambulatory,Remote,Yes,Non-Fiction,Technical,Hard,Yes,Yes,Provider Informaticist I: Ambulatory
9,5,4,3,Yes,No,Snowflake - SnowPro Core Certification Preparation,DevOps CI/CD Pipelines,6,8,Ubiquitous computing,"Vice President, Finance",Remote,Yes,Self-Help,Management,Hard,Yes,No,CRMA Per Diem PRN
3,2,5,1,No,No,Practice Exam for CompTIA ITF+ Certification,Cloud DevOps with AWS & Azure,9,5,Communication physics,AI/ML Software Engineer,Remote,Yes,Non-Fiction,Management,Hard,No,No,Endoscopy Tech II
4,4,1,1,Yes,Yes,Career Self-Management Advanced Certification,Excel for Data Analysis,2,9,Computational economics,Program Manager _ Healthcare Administration (,Remote,No,Fiction,Technical,Hard,Yes,No,AI Training and Development Specialist (Mid-Career) / Remote
10,5,1,8,No,Yes,Preparing for the SAS Programming Certification Exam ,Data Science with Python,3,7,Biocybernetics,CRMA Per Diem PRN,Remote,No,Fiction,Technical,Smart,Yes,Yes,"Lead, Systems Engineer"
